https://baza.nina.gov.pl/projects/174/details,„Digitalizacja ksiąg USC z terenu południowo-zachodniej Wielkopolski”. 2014,4 sierpnia 2014 - 31 grudnia 2014,"Wykonano przygotowanie 499 jednostek do digit. (jednostki poddano weryfikacji i korekcie numeracji stron, wykonano drobne prace konserwatorskie). Wykonano digit. materiałów archiwalnych (zeskanowano zgodnie z palnem następujące księgi USC: Śmigiel, Trzebosz, Wągroda i Wiewierz - 499 jednostki - 77494 skanów - stron). Uzupełniono i zweryfikowano inwentarz archiwalnyy.","104533,2",77494,"Opis działań promocyjnych: \n \n Promocja zadania odbyła się na zakończenie projektu w miesiącu grudniu z harmonogramem. Promocja odbywała się się w Muzeum w Gostyniu. Dyrektor APL mgr E. Olender przybliżyła cele i zadania projektu, możliwości i poszukiwania przodków na portalu www.szukajwarchiwach.pl przestawiła mgr A. Bodylska. Promocji towarzyszyła wystawa ""Materiały archiwalne do poszukiwań genealogicznych w AP w Lesznie."
https://baza.nina.gov.pl/projects/174/details,„Digitalizacja ksiąg USC z terenu południowo-zachodniej Wielkopolski”. 2014,4 sierpnia 2014 - 31 grudnia 2014,"Wykonano przygotowanie 499 jednostek do digit. (jednostki poddano weryfikacji i korekcie numeracji stron, wykonano drobne prace konserwatorskie). Wykonano digit. materiałów archiwalnych (zeskanowano zgodnie z palnem następujące księgi USC: Śmigiel, Trzebosz, Wągroda i Wiewierz - 499 jednostki - 77494 skanów - stron). Uzupełniono i zweryfikowano inwentarz archiwalnyy.","104533,2",77494,"Opis działań promocyjnych: \n \n Promocja zadania odbyła się na zakończenie projektu w miesiącu grudniu z harmonogramem. Promocja odbywała się się w Muzeum w Gostyniu. Dyrektor APL mgr E. Olender przybliżyła cele i zadania projektu, możliwości i poszukiwania przodków na portalu www.szukajwarchiwach.pl przestawiła mgr A. Bodylska. Promocji towarzyszyła wystawa ""Materiały archiwalne do poszukiwań genealogicznych w AP w Lesznie."
https://baza.nina.gov.pl/projects/128/details,Akta gmin mazurskich ­ digitalizacja i publikacja w internecie materiałów archiwalnych,12 sierpnia 2013 - 20 grudnia 2013,"Projekt zakłada digitalizację i publikację w internecie materiałów archiwalnych z zasobu Archiwum Państwowego w Olsztynie, ilustrujących historię gmin mazurskich powiatu morąskiego w okresie od XVII do XX wieku. Są to akta metrykalne – kościołów i USC oraz dokumenty wsi i miasteczek, ich władz administracyjnych oraz partii politycznych. Projekt zakłada cyfryzację w 2013 roku około 1000 j.a zawierających łącznie około 200 000 stron/kart. Zakończeniem digitalizacji materiałów będzie udostępnienie całości zdigitalizowanych materiałów w domenie publicznej olsztyn.ap.gov.pl oraz po zakończeniu prac dotyczących konwersji baz danych do systemu ZOSiA również w domenie publicznej (ZOSiA). Dodatkowo materiały zdigitalizowane zostaną umieszczone w europejskim portalu archiwalnym APEX.",179000,,
https://baza.nina.gov.pl/projects/128/details,,,,,201710,Dodatkowe informacje o bazie danych i jej dostępności: \n \n Bazy danych SEZAM oraz IZA dostępna jest w Pracowni Naukowej Archiwum Państwowego w Olsztynie. Wyszukiwarka zdigitalizowanych materiałów dostępna on-line: http://olsztyn.ap.gov.pl/baza/szukaj-a.php
https://baza.nina.gov.pl/projects/128/details,,,,,,"Opis działań promocyjnych: \n \n Efekty projektu w postaci zdigitalizowanych materiałów archiwalnych udostępnionych w Internecie skierowane są do różnych grup społecznych i to z różnych grup wiekowych. Z materiałów, przede wszystkim genealogicznych, korzystają osoby w różnym wieku począwszy od uczniów szkół podstawowych, którzy na lekcji historii i społeczeństwa tworzą drzewa genealogiczne po osoby starsze będące na emeryturze, które pragną poznać swoich przodków. Zamieszczenie w internecie zdigitalizowanych materiałów archiwalnych eliminuje bariery, jakie mogą pojawiać przy próbach bezpośredniego korzystania z akt w pracowni (odległość, komunikacja, wiek, sprawność fizyczna). Z akt mogą korzystać obecni mieszkańcy miejscowości, których akta dotyczą oraz byli mieszkańcy, rozproszeni po całym świecie. Wzmacnia to ich więź i zainteresowanie własnym dziedzictwem kulturowym. Materiały będą również wykorzystywane w trakcie działań edukacyjnych w szkołach wszystkich szczebli."
https://baza.nina.gov.pl/projects/192/details,Budowa infrastruktury digitalizacyjnej dla kultury w sieci. 2011,1 września 2011 - 31 lipca 2012,"Celem głównym projektu było poszerzenie i ułatwienie dostępu do cyfrowych zasobów polskiego dziedzictwa kulturowego poprzez stworzenie infrastruktury digitalizacyjnej, która umożliwi opracowanie merytoryczne i fotograficzne kolekcji Muzeum Narodowego w Krakowie w celu udostępnienia jej on-line. Dzięki realizacji projektu zmodernizowano wyposażenie pracowni digitalizacyjnej poprzez zakup sprzętu fotograficznego (aparat, komplet obiektywów) i studyjnego stanowiska reprodukcyjnego (m.in. sprzęt oświetleniowy o dużej mocy wraz z osprzętem) oraz rozbudowę infrastruktury informatycznej poprzez rozbudowę i unowocześnienie sieci teleinformatycznej, zakup urządzeń do masowego przechowywania i udostępniania danych, zakup licencji programu do ewidencji elektronicznej i katalogowania zbiorów muzealnych oraz zarządzania procesami muzealnymi, a także sprzętu komputerowego wraz z oprogramowaniem. Po zakończeniu realizacji projektu uzyskano następujące efekty rzeczowe (rezultaty projektu): - stacje komputerowe - 27 szt. - stacje graficzne - 4 szt. - serwer pamięci masowej - 1 szt. - serwery w architekturze blade - 2 szt. - dyski do posiadanych macierzy - 16 szt. - urządzenia sieciowe (m.in. punkty dostępowe, UPS, switche, routery)- 62 szt. - sprzęt fotograficzny (aparat wraz z kompletem obiektywów i sprzetem oświetleniowym) - 1 kpl. - licencje oprogramowania 27 szt.",1767663,,"Opis działań promocyjnych: \n \n Działania promocyjne były prowadzone w ramach działalności bieżącej Muzeum. Zgodnie z ustalonym harmonogramem zostały wysłane newslettery, komunikaty medialne, informacje o projekcie pojawiły na portalu Facebook, a także na stronie internetowej Muzeum. Zostały przygotowane również naklejki na zakupiony w ramach projektu sprzęt informatyczno-techniczny i fotograficzny wraz z napisem ""Dofinansowano ze środków Programu Wieloletniego Kultura+"" i logotypami wskazanymi w umowie o dofinansowanie. Ponadto z wybranymi członkami zespołu projektowego przeprowadzone zostały ""wirtualne dyskusje""dla internautów.Wirtualna dyskusja odbywała się na portalu Facebook poprzez fan page Muzeum, który gromadzi około 10 tysięcy użytkowników, również informację dotyczące wirtualnej dyskusji zostały umieszczone na WWW oraz w newsletterze. Informacje o podsumowaniu projektu zostały wysłane do mediów, bazy odbiorców newslettera Muzeum oraz zamieszczone na WWW."
https://baza.nina.gov.pl/projects/277/details,Budowa pracowni digitalizacyjnej w Archiwum Państwowym w Krakowie. 2012,3 września 2012 - 28 grudnia 2012,"W ramach prac remontowych wykonano malowanie pomieszczenia farbą achromatyczną w kolorze szarym - nie odbija światła.Doprowadzono sieć LAN. Zakupiono osuszacz powietrza z jonizatorem zalecany przez pracowników NAC podczas szkoleń. Zakupiono skaner dziełowy A1. Wykonano szkolenie dla operatorów skanera oraz osób pośrednio zaangażowanych w proces digitalizacji. Zakupiono stację graficzną z profesjonalnym monitorem dla skanera. Monitor EIZO i program graficzny Photoshop. Zakupiono serwer plików NAS o poj. 20 TB, 12 szt. dysków do macierzy dyskowej Archiwum, poj 2TB każdy, UPSy przeznaczone do serwera plików NAS. Zakupiono 4 dyski zew. niezbędne do terminowego przekazywania materiałów do CRC w NAC wraz z pokrowcami i przedłużaczami USB.","352442,87",,Opis działań promocyjnych: \n \n Informacja o realizacji projektu została umieszczona na stronie domowej Archiwum (www.ank.gov.pl) oraz stronie NDAP (www.archiwa.gov.pl).
https://baza.nina.gov.pl/projects/229/details,Bibliotheca Rudolphina,1 sierpnia 2014 - 31 lipca 2015,"Przeprowadzona została digitalizacja całości zbiorów, które projekt obejmował - przekraczając założoną ilość 35900 skanów (dokładnie zdigitalizowanych jest 48486 stron, w tym okładki, grzbiety, itp. digitalizowanych obiektów). Udało się przy tym nieodpłatnie udostępnić w sieci Internet całość zdigitalizowanych materiałów, choć zakładano wstępnie w projekcie, że nieodpłatnie udostępniona zostanie ich część w ilości 75% zbiorów. Uruchomiony został sewis internetowy rudolphina.pl, dzięki któremu obiekty wraz z bazą danych o nich są udostępniane w domenie publicznej. Równolegle wszystkie obiekty zdigitalizowane znajdujące się w repozytoriach Biblioteki Narodowej (polona.pl) i Biblioteki Cyfrowej Uniwersytetu Wrocławskiego (bibliotekacyfrowa.pl) są także udostępnianie tamże. Wykonane zostały również opisy w międzynarodowym katalogu źródeł muzycznych RISM we Frankfurcie nad Menem w ilości 1900 rekordów oraz opisy digitalizowanych 260 zbiorów dzieł muzycznych. Całość zakładanych zakupów inwestycyjnych została zrealizowana zgodnie z planem. Zgodnie z założeniami projektu zdigitalizowana została przez Bibliotekę Narodową oraz Bibliotekę Uniwersytetu Wrocławskiego całość zbiorów muzycznych tzw. ""Bilbiotheca Rudolphina"" znajdujących się w zasobach tych instytucji. Zbiory będące w posiadaniu Towarzystwa Przyjaciół Nauk w Legnicy zostały przewiezione do Biblioteki Uniwersytetu Wrocławskiego i tamże zdigitalizowane. Zbudowany został serwis rudolphina.pl udostępniający całość zdigitalizowanych materiałów wraz z bazą danych obiektów wchodzących w skład zbiorów muzycznych Bibliotheca Rudolphina. Uzgodniono ponadto, że zbiory będące w posiadaniu Towarzystwa Przyjaciół Nauk w Legnicy zostaną udostępnione nieodpłatnie w całości (choć wstępnie projekt tego nie zakładał) i będą równolegle dostępne - wraz ze zdigitalizowanymi zbiorami BUWr - dodatkowo w bibliotece cyfrowej BUWr w postaci wyodrębnionej kolekcji. Także zdigitalizowane zbiory Biblioteki Narodowej są dostępne w bibliotece cyfrowej BN i także tu utworzona zostanie z nich w najbliższym czasie wydzielona kolekcja. Wynikowo całość zdigitalizowanych materiałów jest dostępna dla użytkowników w domenie publicznej zawsze w dwóch równoległych serwisach. Zostały wykonane opisy zdigitalizowanych utworów w międzynarodowym katalogu źródeł muzycznych RISM w ilościach założonych w projekcie oraz wszystkie opisy muzykologiczno-bibliotekarskie digitalizowanych zbiorów dzieł muzycznych. Zakupiono trzy robocze jednostki komputerowe w ramach wydatków inwestycyjnych oraz serwer plików oraz oprogramowanie do obróbki grafiki w ramach środków bieżących. Zakupiono: sprzęt w tym komputerowa jednostka robocza do obróbki grafiki; dwa komputery do obsługi serwisu internetowego; serwer NAS; dyski twarde HDD 3,5; programy do obróbki grafiki.","504957,36",48486,"Opis działań promocyjnych: \n \n Nie zakładano w prelminarzu całkowitych kosztów zadania środków na promocje projektu. Projekt jest promowany w ramach działań promocyjnych związanych z realizowanym równolegle zadaniem w trybie 3-letnim w latach 2014-2016 ""Zaginione dźwięki skarby z Bibliotheca Rudolphina"", dofinansowanym w Pogramie Wydarzenia Artystyczne / Priorytet Muzyka ze środków MKiDN. Działania promocyjne obejmują reklamę związaną z 18 koncertami odbywającymi się w ramach zadania w Warszawie, Wrocławiu i Legnicy oraz wydaniem 6 wydawnictw płytowych (plakaty, ulotki, zaproszenia, reklama internetowa i prasowa)."
https://baza.nina.gov.pl/projects/322/details,Budowa Cyfrowego Muzeum Narodowego w Warszawie - etap II. 2012,3 września 2012 - 31 lipca 2013,"Prace rozpoczęto od najbardziej czasochłonnych zadań czyli od wykonywania fotografii zabytków oraz od wprowadzania rekordów zabytków do bazy danych - wykonano 6176 nowe zdjęcia cyfrowe oraz wprowadzono 6000 nowych rekordów zabytków, zatrudniono laboranta, do pomocy przy przgotowywaniu i przesnoszeniu obiektów do pracowni digitalizacyjnych, zakupiono serwer, półkę do macierzy dyskowej, komplet taśm LTO5, nowe monitory umożliwiające kalibrację sprzętową do wiernego odwzorowania kolorów - monitory zainstalowano w pracowni fotograficznej. Liczba doposażonych pracowni: 2. Zakupiono 84 szt. sprzętu + 12 szt. oprogramowania. W tym: Półka do macierzy sykowej wraz z dyskami. Zakup kompletu taśm LTO5. Zakup oświetlenia do Pracowni Fotograficznej; Nikon SB-900 (910) Nikon R1C1 (do macro). Zakup statywu do aparatów, statyw profesjonalny pozwalający na wykonanie stabilnych zdjęć aparatem Nikon D3X z obiektywem Nikkor 70-2002.8. Zakup wyposażenia pracowni fot. w tym min. karty szarosci, filtry polaryzacyjne, kurtyny. Zakup monitorów umożliwiających kalibrajcę sprzętową konieczną do wiernego odwzorowania kolorów, przekątna 24', 1900x1200 pikseli, ilość wyświetlanych kolorów: 16,77 ln, 95% AdobreRGB, kąty widzenia 178 st x 3. Zakup obiektywów do pracowni fot. Nikkor AF-S 35/1,4 Nikkor AF-S 85/1,4G Nikkor AF-S 105/2,8 G Micro Nikkor AF-S 24-85/2,8 4D + Micro. Zakup prof. urządzenia do kalibracji kolorów wraz z oprogramowaniem. Zakup zestawów komputerowych wraz z oprogramowaniem Microsoft office (3 szt.) Zakup zestawów komputrerowych x6, min. 4 gigabajtowa pamięć RAM, dysk twardy min. 500 GB z oprogramowaniem Microsoft Office. Zakup serwera IBM x 3550 M3, XEonn Rack IU, karta SAS 6GB. Zakup kopert i pudełek z atestem PAT na digitalizowane materiały. Zakup materiałów do kalibracji kolorów.","685935,41",6176,Dodatkowe informacje o bazie danych i jej dostępności: \n \n Baza danych jest dostępna wewnętrznie na terenie Muzeum. Goście Muzeum i osoby prowadzące kwerendy mają dostęp do bazy - opartej o system muzealny MONA. Wybrane dane są eksportowane z MONY do Cyfrowego MNW
https://baza.nina.gov.pl/projects/322/details,,,,,,"Opis działań promocyjnych: \n \n W grudniu 2012 r. przedstawiono program digitalizacji szklanych negatywów we Wrocłąwiu na 5. konferencji z cyklu ""Cyfrowego Muzeum Narodowego w Warszawie w nowej, bardziej atrakycjnej formie. W stopce każdej strony CMNW są loga MKiDN, operatora programu NInA oraz programu Kultura+ Digitalizacja."
